Zeitstempel,node_lng,node_lat,hotspot_channel,hotspot_frequency,hotspot_hold_time,hotspot_id,hotspot_lat,hotspot_long,hotspot_name,hotspot_reported_at,hotspot_rssi,hotspot_snr,hotspot_spreading,hotspot_status,type,uuid,id,name,fcnt,reported_at,port,devaddr
24.12.2022 16:09:57,12.1577,47.5758,5,868.0999755859375,0,112Dk15v8LZLXLEbAwMiC1j48kekxhNCReUxFXAgTtc4kJxgf7Rd,47.56709396667235,12.155058925144669,young-amethyst-cod,1671894594763,-109,5.0,SF7BW125,success,uplink,366fd8d0-46c3-4ee7-b2dc-741677ea85f9,62291491-a4c9-4545-a830-dff3fc8ffef0,LoRa-POS_Node_03,237,24.12.2022 16:09:54,3,01000048
24.12.2022 16:10:57,12.1577,47.5758,6,868.2999877929688,0,11mRE6CqY1UNomYQ5v8W1dPSxJV14Awbiv3oBndsbTcFWaMJAsM,47.5727162077406,12.159984839583768,loud-pastel-sloth,1671894654820,-119,-1.2000000476837158,SF7BW125,success,uplink,20103143-fe79-4075-ae3e-707f1448f422,62291491-a4c9-4545-a830-dff3fc8ffef0,LoRa-POS_Node_03,238,24.12.2022 16:10:54,3,01000048
24.12.2022 16:11:57,12.1577,47.5758,7,868.5,0,112SMTS4zsXi1b4utSGh1LDJsAnqTCXAGcJfvtWXfvesjWp4wsF6,47.58786509299521,12.176353207764825,skinny-rusty-sidewinder,1671894714808,-116,-8.199999809265137,SF7BW125,success,uplink,5f9499a5-d3c3-4f5f-b568-ee3ead258535,62291491-a4c9-4545-a830-dff3fc8ffef0,LoRa-POS_Node_03,239,24.12.2022 16:11:54,3,01000048
24.12.2022 16:12:57,12.1577,47.5758,5,868.0999755859375,0,112Dk15v8LZLXLEbAwMiC1j48kekxhNCReUxFXAgTtc4kJxgf7Rd,47.56709396667235,12.155058925144669,young-amethyst-cod,1671894774759,-109,5.0,SF7BW125,success,uplink,56b499d5-bcb2-4ae2-a3c7-e3439007916d,62291491-a4c9-4545-a830-dff3fc8ffef0,LoRa-POS_Node_03,240,24.12.2022 16:12:54,3,01000048
24.12.2022 16:13:57,12.1577,47.5758,6,868.2999877929688,0,11mRE6CqY1UNomYQ5v8W1dPSxJV14Awbiv3oBndsbTcFWaMJAsM,47.5727162077406,12.159984839583768,loud-pastel-sloth,1671894834769,-115,2.200000047683716,SF7BW125,success,uplink,a03295d5-202d-4524-bdcc-0b2458321c72,62291491-a4c9-4545-a830-dff3fc8ffef0,LoRa-POS_Node_03,241,24.12.2022 16:13:54,3,01000048
24.12.2022 16:14:57,12.1578,47.5758,7,868.5,0,112SMTS4zsXi1b4utSGh1LDJsAnqTCXAGcJfvtWXfvesjWp4wsF6,47.58786509299521,12.176353207764825,skinny-rusty-sidewinder,1671894894797,-114,-5.800000190734863,SF7BW125,success,uplink,68b3b7c3-7ceb-473a-8678-c65b7e721326,62291491-a4c9-4545-a830-dff3fc8ffef0,LoRa-POS_Node_03,242,24.12.2022 16:14:54,3,01000048
24.12.2022 16:15:57,12.1577,47.5758,5,868.0999755859375,0,112SMTS4zsXi1b4utSGh1LDJsAnqTCXAGcJfvtWXfvesjWp4wsF6,47.58786509299521,12.176353207764825,skinny-rusty-sidewinder,1671894954784,-116,-7.0,SF7BW125,success,uplink,23d03aab-7e23-4eeb-b573-900bfccde683,62291491-a4c9-4545-a830-dff3fc8ffef0,LoRa-POS_Node_03,243,24.12.2022 16:15:54,3,01000048
24.12.2022 16:16:57,12.1577,47.5758,7,868.5,0,112SMTS4zsXi1b4utSGh1LDJsAnqTCXAGcJfvtWXfvesjWp4wsF6,47.58786509299521,12.176353207764825,skinny-rusty-sidewinder,1671895014766,-114,-6.5,SF7BW125,success,uplink,4ef29373-1b4e-4400-a567-aabcdb821fcc,62291491-a4c9-4545-a830-dff3fc8ffef0,LoRa-POS_Node_03,244,24.12.2022 16:16:54,3,01000048
24.12.2022 16:17:57,12.1577,47.5758,6,868.2999877929688,0,112Dk15v8LZLXLEbAwMiC1j48kekxhNCReUxFXAgTtc4kJxgf7Rd,47.56709396667235,12.155058925144669,young-amethyst-cod,1671895074757,-112,-0.800000011920929,SF7BW125,success,uplink,b4d996d4-f6ab-4629-97e0-6567abbfa5ee,62291491-a4c9-4545-a830-dff3fc8ffef0,LoRa-POS_Node_03,245,24.12.2022 16:17:54,3,01000048
24.12.2022 16:18:57,12.1577,47.5758,5,868.0999755859375,0,112Dk15v8LZLXLEbAwMiC1j48kekxhNCReUxFXAgTtc4kJxgf7Rd,47.56709396667235,12.155058925144669,young-amethyst-cod,1671895134748,-110,3.799999952316284,SF7BW125,success,uplink,6e2e9277-ab3b-44cc-bd1d-bef27b38b818,62291491-a4c9-4545-a830-dff3fc8ffef0,LoRa-POS_Node_03,246,24.12.2022 16:18:54,3,01000048
24.12.2022 16:19:57,12.1577,47.5758,6,868.2999877929688,0,112Dk15v8LZLXLEbAwMiC1j48kekxhNCReUxFXAgTtc4kJxgf7Rd,47.56709396667235,12.155058925144669,young-amethyst-cod,1671895194754,-112,-1.2000000476837158,SF7BW125,success,uplink,c859a2ef-124e-4f96-93fb-ec0100e16565,62291491-a4c9-4545-a830-dff3fc8ffef0,LoRa-POS_Node_03,247,24.12.2022 16:19:54,3,01000048
24.12.2022 16:20:57,12.1577,47.5758,7,868.5,0,112SMTS4zsXi1b4utSGh1LDJsAnqTCXAGcJfvtWXfvesjWp4wsF6,47.58786509299521,12.176353207764825,skinny-rusty-sidewinder,1671895254695,-114,-5.800000190734863,SF7BW125,success,uplink,cb1883b8-961b-4528-b523-e83d12361913,62291491-a4c9-4545-a830-dff3fc8ffef0,LoRa-POS_Node_03,248,24.12.2022 16:20:54,3,01000048
24.12.2022 16:21:57,12.1577,47.5758,5,868.0999755859375,0,112Dk15v8LZLXLEbAwMiC1j48kekxhNCReUxFXAgTtc4kJxgf7Rd,47.56709396667235,12.155058925144669,young-amethyst-cod,1671895314835,-107,4.800000190734863,SF7BW125,success,uplink,61d6476e-c451-44c8-a10d-0f68f86979f3,62291491-a4c9-4545-a830-dff3fc8ffef0,LoRa-POS_Node_03,249,24.12.2022 16:21:54,3,01000048
24.12.2022 16:22:57,12.1577,47.5758,6,868.2999877929688,0,112Dk15v8LZLXLEbAwMiC1j48kekxhNCReUxFXAgTtc4kJxgf7Rd,47.56709396667235,12.155058925144669,young-amethyst-cod,1671895374781,-111,1.0,SF7BW125,success,uplink,8c0e4df8-ed69-4f15-a65a-f07878152479,62291491-a4c9-4545-a830-dff3fc8ffef0,LoRa-POS_Node_03,250,24.12.2022 16:22:54,3,01000048
24.12.2022 16:23:57,12.1577,47.5758,7,868.5,0,112SMTS4zsXi1b4utSGh1LDJsAnqTCXAGcJfvtWXfvesjWp4wsF6,47.58786509299521,12.176353207764825,skinny-rusty-sidewinder,1671895434696,-114,-5.800000190734863,SF7BW125,success,uplink,7a29fa06-2a51-4c79-bf13-46b85d4122c8,62291491-a4c9-4545-a830-dff3fc8ffef0,LoRa-POS_Node_03,251,24.12.2022 16:23:54,3,01000048
24.12.2022 16:24:57,12.1577,47.5758,6,868.2999877929688,0,112Dk15v8LZLXLEbAwMiC1j48kekxhNCReUxFXAgTtc4kJxgf7Rd,47.56709396667235,12.155058925144669,young-amethyst-cod,1671895494670,-110,-2.5,SF7BW125,success,uplink,14bdb8ff-3b48-4a18-876c-c4a380b10a1d,62291491-a4c9-4545-a830-dff3fc8ffef0,LoRa-POS_Node_03,252,24.12.2022 16:24:54,3,01000048
24.12.2022 16:25:57,12.1577,47.5758,5,868.0999755859375,0,112SMTS4zsXi1b4utSGh1LDJsAnqTCXAGcJfvtWXfvesjWp4wsF6,47.58786509299521,12.176353207764825,skinny-rusty-sidewinder,1671895554750,-115,-6.800000190734863,SF7BW125,success,uplink,29080ecc-9cae-4903-92b1-499edc56f127,62291491-a4c9-4545-a830-dff3fc8ffef0,LoRa-POS_Node_03,253,24.12.2022 16:25:54,3,01000048
24.12.2022 16:26:57,12.1577,47.5758,7,868.5,0,112SMTS4zsXi1b4utSGh1LDJsAnqTCXAGcJfvtWXfvesjWp4wsF6,47.58786509299521,12.176353207764825,skinny-rusty-sidewinder,1671895614700,-114,-5.800000190734863,SF7BW125,success,uplink,fd30e1cd-2787-4d52-85c1-3ab6731eb196,62291491-a4c9-4545-a830-dff3fc8ffef0,LoRa-POS_Node_03,254,24.12.2022 16:26:54,3,01000048
24.12.2022 16:27:58,12.1577,47.5758,6,868.2999877929688,0,112Dk15v8LZLXLEbAwMiC1j48kekxhNCReUxFXAgTtc4kJxgf7Rd,47.56709396667235,12.155058925144669,young-amethyst-cod,1671895674831,-106,4.5,SF7BW125,success,uplink,df9cbcbb-dac3-4db4-8994-dd786bedfec7,62291491-a4c9-4545-a830-dff3fc8ffef0,LoRa-POS_Node_03,255,24.12.2022 16:27:54,3,01000048
24.12.2022 16:28:57,12.1577,47.5758,5,868.0999755859375,0,112Dk15v8LZLXLEbAwMiC1j48kekxhNCReUxFXAgTtc4kJxgf7Rd,47.56709396667235,12.155058925144669,young-amethyst-cod,1671895734702,-107,4.800000190734863,SF7BW125,success,uplink,a2cca509-c103-40e1-b8f1-9c7de9745e30,62291491-a4c9-4545-a830-dff3fc8ffef0,LoRa-POS_Node_03,256,24.12.2022 16:28:54,3,01000048
24.12.2022 16:29:57,12.1577,47.5758,7,868.5,0,112SMTS4zsXi1b4utSGh1LDJsAnqTCXAGcJfvtWXfvesjWp4wsF6,47.58786509299521,12.176353207764825,skinny-rusty-sidewinder,1671895794814,-114,-7.0,SF7BW125,success,uplink,927bb032-5d27-4f56-8ad6-89a0333507f3,62291491-a4c9-4545-a830-dff3fc8ffef0,LoRa-POS_Node_03,257,24.12.2022 16:29:54,3,01000048
